ID;Marca de veh¡culo;Modelo de veh¡culo;Tipo de veh¡culo;Marca CRM;Modelo CRM
2950;buick;ENCORE;Autom½vil;BUICK;ENCORE
2951;kia;SOLUTO;Autom½vil;KIA;SOLUTO
2952;LINCOLN;MKC;Autom½vil;LINCOLN;MKC
2953;NISSAN;NV 100 CLIPPER;Autom½vil;NISSAN;NV 100 CLIPPER
2954;LINCOLN;MKC ECOBOOST 2WD;Autom½vil;LINCOLN;MKC ECOBOOST 2WD
2955;LEXUS;LX 600;Autom½vil;LEXUS;LX 600
2956;Gac;AION Y;Autom½vil;GAC;AION Y
2957;DONGFENG;T5 EVO;Autom½vil;DONGFENG;T5 EVO
2958;MERCEDES BENZ;GLC 250;Autom½vil;MERCEDES BENZ;GLC 250
2959;RENAULT;CAPTUR;Autom½vil;RENAULT;CAPTUR
2961;DAIHATSU;ATRAI;Autom½vil;DAIHATSU;ATRAI
2962;ALFA ROMEO;GIULIETTA;Autom½vil;ALFA ROMEO;GIULIETTA
2963;byd;S6;Autom½vil;BYD;S6
2965;DAIHATSU;BOON;Autom½vil;DAIHATSU;BOON
2966;MERCEDES BENZ;GLE 350;Autom½vil;MERCEDES BENZ;GLE 350
2967;DONGFENG;FORTHING;Autom½vil;DONGFENG;FORTHING
2968;changan;CS55;Autom½vil;CHANGAN;CS55
2969;Gac;AION;Autom½vil;GAC;AION
2970;NISSAN;NV150;Autom½vil;NISSAN;NV150
2971;HONDA;FIT-HIBRIDA;Autom½vil;HONDA;FIT-HIBRIDA
2972;kia;STONIC;Autom½vil;KIA;STONIC
2973;MERCEDES BENZ;S 580;Autom½vil;MERCEDES BENZ;S 580
2974;PEUGEOT;LANDTREK;Autom½vil;PEUGEOT;LANDTREK
2975;LINCOLN;MKS;Autom½vil;LINCOLN;MKS
2976;maserati;LEVANTE;Autom½vil;MASERATI;LEVANTE
2977;HONDA;ENP1;Autom½vil;HONDA;ENP1
2978;forthing;T5;Autom½vil;FORTHING;T5
2979;CENNTRO;L-S100;Autom½vil;CENNTRO;L-S100
2980;MG;ZS 1.5L;Autom½vil;MG;ZS 1.5L
2981;CHERY;TIGGO 8;Autom½vil;CHERY;TIGGO 8
2982;MERCEDES BENZ;GLE 53;Autom½vil;MERCEDES BENZ;GLE 53
2983;MG;ZS;Autom½vil;MG;ZS
2984;MG;RX8 4WD;Autom½vil;MG;RX8 4WD
2985;CENNTRO;AVANTIER;Autom½vil;CENNTRO;AVANTIER
2986;NISSAN;NV 200;Autom½vil;NISSAN;NV 200
2987;VOLKSWAGEN;ID6;Autom½vil;VOLKSWAGEN;ID6
2988;geely;GEOMETRY;Autom½vil;GEELY;GEOMETRY
2989;SUZUKI;FRONX;Autom½vil;SUZUKI;FRONX
2990;DONGFENG;HUGE;Autom½vil;DONGFENG;HUGE
2991;geely;COOLRAY;Autom½vil;GEELY;COOLRAY
2992;CHERY;TIGGO;Autom½vil;CHERY;TIGGO
2993;JAC;S3;Autom½vil;JAC;S3
2994;TESLA;MODEL 3;Autom½vil;TESLA;MODEL 3
2995;MG;GS;Autom½vil;MG;GS
2996;baic;X35;Autom½vil;BAIC;X35
2997;BRILLIANCE;V6;Autom½vil;BRILLIANCE;V6
2998;LEXUS;RX-450 SPORT HYBRID;Autom½vil;LEXUS;RX-450 SPORT HYBRID
2999;Gac;EMZOOM;Autom½vil;GAC;EMZOOM
3000;kaiyi;X3;Autom½vil;KAIYI;X3
3001;DONGFENG;AX8;Autom½vil;DONGFENG;AX8
3002;SEAT;ATECA XPERIENCE;Autom½vil;SEAT;ATECA XPERIENCE
3003;SEAT;ATECA;Autom½vil;SEAT;ATECA
3004;DONGFENG;GLORY 500;Autom½vil;DONGFENG;GLORY 500
3005;baic;X25;Autom½vil;BAIC;X25
3006;jetour;T2;Autom½vil;JETOUR;T2
3007;BMW;535I;Autom½vil;BMW;535I
3008;HONDA;N-BOX;Autom½vil;HONDA;N-BOX
3010;changan;X7 PLUS;Autom½vil;CHANGAN;X7 PLUS
3011;NISSAN;VERSA ADVANCE;Autom½vil;NISSAN;VERSA ADVANCE
3014;HYUNDAI;LONIQ - HYBRIDO;Autom½vil;HYUNDAI;LONIQ - HYBRIDO
3015;geely;GX3;Autom½vil;GEELY;GX3
3016;TOYOTA;SIENTA;Autom½vil;TOYOTA;SIENTA
3017;Gac;EMKOO;Autom½vil;GAC;EMKOO
3018;JAC;S2;Autom½vil;JAC;S2
3019;Gac;GS3 POWER;Autom½vil;GAC;GS3 POWER
3020;MAXUS;D60;Autom½vil;MAXUS;D60
3021;AUDI;SQ5;Autom½vil;AUDI;SQ5
3022;RAM;1200;Autom½vil;RAM;1200
3023;kia;RD6;Autom½vil;KIA;RD6
3024;radar;RD6;Autom½vil;RADAR;RD6
3025;BMW;X3;Autom½vil;BMW;X3
3026;SUBARU;CROSSTREK;Autom½vil;SUBARU;CROSSTREK
3027;maserati;GHIBLI;Autom½vil;MASERATI;GHIBLI
3028;HONDA;BRV;Autom½vil;HONDA;BRV
3029;VOLKSWAGEN;ID4;Autom½vil;VOLKSWAGEN;ID4
3030;BESTUNE;B70 S;Autom½vil;BESTUNE;B70 S
3031;MERCEDES BENZ;CLASS GLE;Autom½vil;MERCEDES BENZ;CLASS GLE
3032;kia;NIRO;Autom½vil;KIA;NIRO
3033;AIQAR;EQ7;Autom½vil;AIQAR;EQ7
3034;geely;STARRAY;Autom½vil;GEELY;STARRAY
3035;JAGUAR;F-PACE 25T;Autom½vil;JAGUAR;F-PACE 25T
3036;kia;K3;Autom½vil;KIA;K3
3037;HONDA;N-WGN;Autom½vil;HONDA;N-WGN
3038;LEXUS;UX-250H;Autom½vil;LEXUS;UX-250H
3039;HONDA;GRACE;Autom½vil;HONDA;GRACE
3040;changan;DEEPAL;Autom½vil;CHANGAN;DEEPAL
3041;MERCEDES BENZ;GLE COUPE;Autom½vil;MERCEDES BENZ;GLE COUPE
3042;kia;TELLURIDE;Autom½vil;KIA;TELLURIDE
3043;SUZUKI;SCROSS;Autom½vil;SUZUKI;SCROSS
3044;BMW;530I;Autom½vil;BMW;530I
3045;BESTUNE;T77;Autom½vil;BESTUNE;T77
3046;Gac;GS8;Autom½vil;GAC;GS8
3047;changan;CS35;Autom½vil;CHANGAN;CS35
3048;kia;EV5;Autom½vil;KIA;EV5
3049;MERCEDES BENZ;GLB 250;Autom½vil;MERCEDES BENZ;GLB 250
3051;kia;EV6;Autom½vil;KIA;EV6
3052;SUZUKI;SZIRE;Autom½vil;SUZUKI;SZIRE
3053;geely;GEOME;Autom½vil;GEELY;GEOME
3054;KGM;REXTON;Autom½vil;KGM;REXTON
3055;MERCEDES BENZ;CLASE C 300;Autom½vil;MERCEDES BENZ;CLASE C 300
3056;kia;K3 CROSS;Autom½vil;KIA;K3 CROSS
3057;byd;SONGPRO EV - EL?CTRICO;Autom½vil;BYD;SONGPRO EV - EL?CTRICO
3058;byd;SHARK;Autom½vil;BYD;SHARK
3059;byd;SONG PLUS;Autom½vil;BYD;SONG PLUS
3060;byd;DOLPHIN;Autom½vil;BYD;DOLPHIN
3061;byd;TANG - EL?CTRICO;Autom½vil;BYD;TANG - EL?CTRICO
3062;byd;HAN EV - EL?CTRICO;Autom½vil;BYD;HAN EV - EL?CTRICO
3063;byd;SEAL;Autom½vil;BYD;SEAL
3064;byd;YUAN PLUS;Autom½vil;BYD;YUAN PLUS
3065;kia;STINGER;Autom½vil;KIA;STINGER
3066;BESTUNE;T55 ENJOY;Autom½vil;BESTUNE;T55 ENJOY
3067;AUDI;Q2;Autom½vil;AUDI;Q2
3068;jetour;X50;Autom½vil;JETOUR;X50
3069;MERCEDES BENZ;GLC 200;Autom½vil;MERCEDES BENZ;GLC 200
3070;RAM;3500;Autom½vil;RAM;3500
3071;JAC;FRISON T6;Autom½vil;JAC;FRISON T6
3072;BMW;X4;Autom½vil;BMW;X4
3073;JAC;FRISON;Autom½vil;JAC;FRISON
3074;forthing;T5 EVO;Autom½vil;FORTHING;T5 EVO
3075;geely;CITIRAY;Autom½vil;GEELY;CITIRAY
3076;HONDA;VESEL;Autom½vil;HONDA;VESEL
3077;PEUGEOT;3008;Autom½vil;PEUGEOT;3008
3078;Wuiling;BINGO;Autom½vil;WUILING;BINGO
